cluster_id,timeslice,cpu_cap,mem_cap,vf_cap,cpu_load,mem_load,vf_load
0,0,38,115160,0,9,36249,0
0,1,38,115160,0,21,68198,0
0,2,38,115160,0,23,57138,0
0,3,38,115160,0,6,12288,0
0,4,38,115160,0,30,73113,0
0,5,38,115160,0,17,66355,0
0,6,38,115160,0,19,56524,0
0,7,38,115160,0,1,6144,0
0,8,38,115160,0,25,69426,0
0,9,38,115160,0,13,21503,0
0,10,38,115160,0,14,18431,0
0,11,38,115160,0,4,4915,0
0,12,38,115160,0,10,31948,0
0,13,38,115160,0,5,19660,0
0,14,38,115160,0,16,32563,0
0,15,38,115160,0,6,12288,0
0,16,38,115160,0,4,9216,0
0,17,38,115160,0,4,9216,0
0,18,38,115160,0,0,0,0
0,19,38,115160,0,0,0,0
0,20,38,115160,0,0,0,0
0,21,38,115160,0,0,0,0
0,22,38,115160,0,2,22118,0
0,23,38,115160,0,2,22118,0
0,24,38,115160,0,0,0,0
0,25,38,115160,0,0,0,0
0,26,38,115160,0,10,36864,0
0,27,38,115160,0,10,36864,0
0,28,38,115160,0,0,0,0
0,29,38,115160,0,0,0,0
0,30,38,115160,0,0,0,0
0,31,38,115160,0,0,0,0
0,32,38,115160,0,0,0,0
0,33,38,115160,0,0,0,0
0,34,38,115160,0,0,0,0
0,35,38,115160,0,0,0,0
0,36,38,115160,0,0,0,0
0,37,38,115160,0,0,0,0
1,0,72,231627,0,0,0,0
1,1,72,231627,0,0,0,0
1,2,72,231627,0,0,0,0
1,3,72,231627,0,1,2457,0
1,4,72,231627,0,0,0,0
1,5,72,231627,0,0,0,0
1,6,72,231627,0,0,0,0
1,7,72,231627,0,0,0,0
1,8,72,231627,0,0,0,0
1,9,72,231627,0,0,0,0
1,10,72,231627,0,0,0,0
1,11,72,231627,0,0,0,0
1,12,72,231627,0,0,0,0
1,13,72,231627,0,0,0,0
1,14,72,231627,0,0,0,0
1,15,72,231627,0,0,0,0
1,16,72,231627,0,0,0,0
1,17,72,231627,0,0,0,0
1,18,72,231627,0,0,0,0
1,19,72,231627,0,0,0,0
1,20,72,231627,0,0,0,0
1,21,72,231627,0,0,0,0
1,22,72,231627,0,0,0,0
1,23,72,231627,0,0,0,0
1,24,72,231627,0,0,0,0
1,25,72,231627,0,0,0,0
1,26,72,231627,0,0,0,0
1,27,72,231627,0,7,39321,0
1,28,72,231627,0,0,0,0
1,29,72,231627,0,0,0,0
1,30,72,231627,0,0,0,0
1,31,72,231627,0,0,0,0
1,32,72,231627,0,0,0,0
1,33,72,231627,0,0,0,0
1,34,72,231627,0,0,0,0
1,35,72,231627,0,0,0,0
1,36,72,231627,0,0,0,0
1,37,72,231627,0,0,0,0
2,0,24,115631,0,0,0,0
2,1,24,115631,0,0,0,0
2,2,24,115631,0,0,0,0
2,3,24,115631,0,0,0,0
2,4,24,115631,0,0,0,0
2,5,24,115631,0,1,460,0
2,6,24,115631,0,0,0,0
2,7,24,115631,0,0,0,0
2,8,24,115631,0,0,0,0
2,9,24,115631,0,0,0,0
2,10,24,115631,0,0,0,0
2,11,24,115631,0,0,0,0
2,12,24,115631,0,0,0,0
2,13,24,115631,0,0,0,0
2,14,24,115631,0,0,0,0
2,15,24,115631,0,0,0,0
2,16,24,115631,0,0,0,0
2,17,24,115631,0,0,0,0
2,18,24,115631,0,0,0,0
2,19,24,115631,0,0,0,0
2,20,24,115631,0,0,0,0
2,21,24,115631,0,0,0,0
2,22,24,115631,0,0,0,0
2,23,24,115631,0,0,0,0
2,24,24,115631,0,0,0,0
2,25,24,115631,0,0,0,0
2,26,24,115631,0,0,0,0
2,27,24,115631,0,0,0,0
2,28,24,115631,0,4,4915,0
2,29,24,115631,0,0,0,0
2,30,24,115631,0,0,0,0
2,31,24,115631,0,0,0,0
2,32,24,115631,0,0,0,0
2,33,24,115631,0,0,0,0
2,34,24,115631,0,0,0,0
2,35,24,115631,0,0,0,0
2,36,24,115631,0,0,0,0
2,37,24,115631,0,0,0,0
3,0,174,484878,152,0,0,0
3,1,174,484878,152,10,20275,0
3,2,174,484878,152,10,20275,0
3,3,174,484878,152,2,3686,4
3,4,174,484878,152,6,13516,4
3,5,174,484878,152,2,3686,4
3,6,174,484878,152,3,6143,4
3,7,174,484878,152,0,0,0
3,8,174,484878,152,1,2457,0
3,9,174,484878,152,0,0,0
3,10,174,484878,152,1,2457,0
3,11,174,484878,152,0,0,0
3,12,174,484878,152,0,0,0
3,13,174,484878,152,0,0,0
3,14,174,484878,152,0,0,0
3,15,174,484878,152,1,2457,0
3,16,174,484878,152,0,0,0
3,17,174,484878,152,0,0,0
3,18,174,484878,152,0,0,0
3,19,174,484878,152,0,0,0
3,20,174,484878,152,1,1228,4
3,21,174,484878,152,1,1228,4
3,22,174,484878,152,1,1228,4
3,23,174,484878,152,1,1228,4
3,24,174,484878,152,1,460,0
3,25,174,484878,152,2,2917,0
3,26,174,484878,152,0,0,0
3,27,174,484878,152,0,0,0
3,28,174,484878,152,0,0,0
3,29,174,484878,152,0,0,0
3,30,174,484878,152,0,0,0
3,31,174,484878,152,0,0,0
3,32,174,484878,152,32,208895,0
3,33,174,484878,152,0,0,0
3,34,174,484878,152,10,22118,6
3,35,174,484878,152,10,22118,6
3,36,174,484878,152,10,22118,6
3,37,174,484878,152,10,22118,6
